/Users/chunhaozou/Desktop/drl/envs/cartpole_train_eval.py:7: DeprecationWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html
  from pkg_resources import parse_requirements
name: __main__
Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
/opt/miniconda3/envs/drl/lib/python3.11/site-packages/gymnasium/envs/classic_control/cartpole.py:214: UserWarning: [33mWARN: You are calling 'step()' even though this environment has already returned terminated = True. You should always call 'reset()' once you receive 'terminated = True' -- any further steps are undefined behavior.[0m
  logger.warn(
Episode 1 finished with reward: {'angle_reward': 231.93226036387657, 'position_penalty': -67.0, 'velocity_reward': 227.93688017303404, 'swing_periodicity_reward': 56.84183255434095, 'gpt_reward': 449.7109730912515, 'gt_reward': 272.0, 'episode_length': 263.0}
Episode 3 finished with reward: {'angle_reward': 1988.2007751377505, 'position_penalty': -13.0, 'velocity_reward': 1850.0615442053258, 'swing_periodicity_reward': 1847.767385716515, 'gpt_reward': 5673.029705059591, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 4 finished with reward: {'angle_reward': 37.864248856444846, 'position_penalty': -18.0, 'velocity_reward': 40.864797548132564, 'swing_periodicity_reward': 6.496371255461988, 'gpt_reward': 67.22541766003941, 'gt_reward': 63.0, 'episode_length': 54.0}
Episode 5 finished with reward: {'angle_reward': 1990.003596897691, 'position_penalty': -13.0, 'velocity_reward': 1849.641940912618, 'swing_periodicity_reward': 1843.9906805910875, 'gpt_reward': 5670.636218401401, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 1 finished with reward: {'angle_reward': 1989.0926591611396, 'position_penalty': 0.0, 'velocity_reward': 1851.2925246643358, 'swing_periodicity_reward': 1758.1617888944377, 'gpt_reward': 5598.546972719907, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 2 finished with reward: {'angle_reward': 1990.7310932680493, 'position_penalty': 0.0, 'velocity_reward': 1851.5787382253657, 'swing_periodicity_reward': 1789.255380569478, 'gpt_reward': 5631.565212062893, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 3 finished with reward: {'angle_reward': 1989.8934368537195, 'position_penalty': 0.0, 'velocity_reward': 1851.2202180678707, 'swing_periodicity_reward': 1756.3901904325546, 'gpt_reward': 5597.503845354152, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 4 finished with reward: {'angle_reward': 64.62405357850284, 'position_penalty': -46.0, 'velocity_reward': 60.76831725526813, 'swing_periodicity_reward': 21.777240525327695, 'gpt_reward': 101.16961135909867, 'gt_reward': 210.0, 'episode_length': 93.0}
Episode 5 finished with reward: {'angle_reward': 1990.7617752269734, 'position_penalty': 0.0, 'velocity_reward': 1851.6275101642004, 'swing_periodicity_reward': 1771.9251005329936, 'gpt_reward': 5614.314385924177, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 1 finished with reward: {'angle_reward': 1988.2781838474434, 'position_penalty': 0.0, 'velocity_reward': 1846.6939675925914, 'swing_periodicity_reward': 1800.5256238128006, 'gpt_reward': 5635.4977752528375, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 2 finished with reward: {'angle_reward': 1991.093904697083, 'position_penalty': 0.0, 'velocity_reward': 1850.579567500624, 'swing_periodicity_reward': 1832.1893110237686, 'gpt_reward': 5673.862783221467, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 3 finished with reward: {'angle_reward': 1989.9634620315492, 'position_penalty': 0.0, 'velocity_reward': 1848.060896035677, 'swing_periodicity_reward': 1799.0548118711624, 'gpt_reward': 5637.079169938387, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 4 finished with reward: {'angle_reward': 1990.7292634286462, 'position_penalty': -2.0, 'velocity_reward': 1851.3165417682205, 'swing_periodicity_reward': 1833.0944271242556, 'gpt_reward': 5673.140232321124, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 5 finished with reward: {'angle_reward': 1989.8688718223304, 'position_penalty': -8.0, 'velocity_reward': 1851.756090262805, 'swing_periodicity_reward': 1880.423557035344, 'gpt_reward': 5714.048519120473, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 1 finished with reward: {'angle_reward': 1990.5756793633443, 'position_penalty': 0.0, 'velocity_reward': 1850.8294339721674, 'swing_periodicity_reward': 1832.835650826138, 'gpt_reward': 5674.240764161651, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 2 finished with reward: {'angle_reward': 1991.1704225430901, 'position_penalty': 0.0, 'velocity_reward': 1852.6665311217105, 'swing_periodicity_reward': 1859.5127301846346, 'gpt_reward': 5703.349683849437, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 3 finished with reward: {'angle_reward': 1988.4911813573283, 'position_penalty': -23.0, 'velocity_reward': 1847.7153751750257, 'swing_periodicity_reward': 1801.879059694104, 'gpt_reward': 5615.085616226456, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 4 finished with reward: {'angle_reward': 1989.380370426352, 'position_penalty': 0.0, 'velocity_reward': 1848.4642761149137, 'swing_periodicity_reward': 1837.056579893458, 'gpt_reward': 5674.901226434723, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 5 finished with reward: {'angle_reward': 1989.924874906767, 'position_penalty': -5.0, 'velocity_reward': 1852.059856917813, 'swing_periodicity_reward': 1855.8563639859062, 'gpt_reward': 5692.841095810482, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 1 finished with reward: {'angle_reward': 1990.4182138272083, 'position_penalty': 0.0, 'velocity_reward': 1852.011513102383, 'swing_periodicity_reward': 1741.5228472700283, 'gpt_reward': 5583.952574199601, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 2 finished with reward: {'angle_reward': 1989.6204747038134, 'position_penalty': -4.0, 'velocity_reward': 1852.689440915325, 'swing_periodicity_reward': 1737.0031070293462, 'gpt_reward': 5575.313022648477, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 3 finished with reward: {'angle_reward': 1990.710133926914, 'position_penalty': -40.0, 'velocity_reward': 1852.878246880098, 'swing_periodicity_reward': 1728.8101442341913, 'gpt_reward': 5532.398525041201, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 4 finished with reward: {'angle_reward': 1990.3057369036085, 'position_penalty': 0.0, 'velocity_reward': 1853.241312530606, 'swing_periodicity_reward': 1875.5004481664214, 'gpt_reward': 5719.047497600634, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 5 finished with reward: {'angle_reward': 1989.1588273224584, 'position_penalty': -41.0, 'velocity_reward': 1848.6080604793653, 'swing_periodicity_reward': 1771.6808886737663, 'gpt_reward': 5568.447776475606, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 1 finished with reward: {'angle_reward': 1986.8295692940105, 'position_penalty': 0.0, 'velocity_reward': 1848.9232358774211, 'swing_periodicity_reward': 1711.7892428377677, 'gpt_reward': 5547.542048009211, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 2 finished with reward: {'angle_reward': 1990.4377911930628, 'position_penalty': 0.0, 'velocity_reward': 1853.0074877128413, 'swing_periodicity_reward': 1846.387238826445, 'gpt_reward': 5689.832517732339, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 3 finished with reward: {'angle_reward': 1990.9240825872278, 'position_penalty': 0.0, 'velocity_reward': 1851.4317744212979, 'swing_periodicity_reward': 1743.2725194280097, 'gpt_reward': 5585.62837643653, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 4 finished with reward: {'angle_reward': 1990.8705353402352, 'position_penalty': 0.0, 'velocity_reward': 1849.9860970054078, 'swing_periodicity_reward': 1806.9418720261879, 'gpt_reward': 5647.798504371827, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 5 finished with reward: {'angle_reward': 1990.355413365574, 'position_penalty': -10.0, 'velocity_reward': 1850.1587105288927, 'swing_periodicity_reward': 1779.2756254711676, 'gpt_reward': 5609.78974936564, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 1 finished with reward: {'angle_reward': 45.76207249183209, 'position_penalty': -26.0, 'velocity_reward': 57.56231436983944, 'swing_periodicity_reward': 18.63934026590011, 'gpt_reward': 95.9637271275717, 'gt_reward': 82.0, 'episode_length': 73.0}
Episode 2 finished with reward: {'angle_reward': 38.15328455723609, 'position_penalty': -20.0, 'velocity_reward': 42.40936980231664, 'swing_periodicity_reward': 7.0083766986043505, 'gpt_reward': 67.571031058157, 'gt_reward': 64.0, 'episode_length': 55.0}
Episode 3 finished with reward: {'angle_reward': 1989.759867504327, 'position_penalty': 0.0, 'velocity_reward': 1850.301351947036, 'swing_periodicity_reward': 1819.6421856727459, 'gpt_reward': 5659.703405124105, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 4 finished with reward: {'angle_reward': 76.1633586074898, 'position_penalty': -22.0, 'velocity_reward': 77.5410359130514, 'swing_periodicity_reward': 24.60043410125582, 'gpt_reward': 156.30482862179707, 'gt_reward': 109.0, 'episode_length': 100.0}
Episode 5 finished with reward: {'angle_reward': 1990.1945095209028, 'position_penalty': 0.0, 'velocity_reward': 1851.3038180488704, 'swing_periodicity_reward': 1819.702221638279, 'gpt_reward': 5661.200549208059, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 1 finished with reward: {'angle_reward': 1989.4860097807389, 'position_penalty': 0.0, 'velocity_reward': 1851.1965309375828, 'swing_periodicity_reward': 1825.8690088350816, 'gpt_reward': 5666.5515495534055, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 2 finished with reward: {'angle_reward': 1990.8876259893584, 'position_penalty': 0.0, 'velocity_reward': 1850.4682705994414, 'swing_periodicity_reward': 1797.7584272590266, 'gpt_reward': 5639.114323847833, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 3 finished with reward: {'angle_reward': 1990.1567401670009, 'position_penalty': 0.0, 'velocity_reward': 1849.7716945053053, 'swing_periodicity_reward': 1797.2654996168542, 'gpt_reward': 5637.193934289169, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 4 finished with reward: {'angle_reward': 1989.8861526763542, 'position_penalty': 0.0, 'velocity_reward': 1848.7124777893266, 'swing_periodicity_reward': 1805.8421370915048, 'gpt_reward': 5644.4407675571865, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 5 finished with reward: {'angle_reward': 1990.6382023455064, 'position_penalty': 0.0, 'velocity_reward': 1852.2548590028919, 'swing_periodicity_reward': 1756.4592384759785, 'gpt_reward': 5599.352299824378, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 1 finished with reward: {'angle_reward': 1990.414356228556, 'position_penalty': 0.0, 'velocity_reward': 1852.5494415928374, 'swing_periodicity_reward': 1829.8136888509055, 'gpt_reward': 5672.777486672308, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 2 finished with reward: {'angle_reward': 1990.5075875805985, 'position_penalty': 0.0, 'velocity_reward': 1850.0666734027488, 'swing_periodicity_reward': 1733.7678153608142, 'gpt_reward': 5574.342076344166, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 3 finished with reward: {'angle_reward': 1991.0456832698635, 'position_penalty': 0.0, 'velocity_reward': 1852.2644513192631, 'swing_periodicity_reward': 1822.7874959378503, 'gpt_reward': 5666.097630526986, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 4 finished with reward: {'angle_reward': 1989.7377462905583, 'position_penalty': 0.0, 'velocity_reward': 1850.676428598855, 'swing_periodicity_reward': 1736.075739877512, 'gpt_reward': 5576.489914766933, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 5 finished with reward: {'angle_reward': 1991.0928807227137, 'position_penalty': 0.0, 'velocity_reward': 1851.0668024286067, 'swing_periodicity_reward': 1796.0053520681945, 'gpt_reward': 5638.165035219514, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 1 finished with reward: {'angle_reward': 1989.3500950557213, 'position_penalty': 0.0, 'velocity_reward': 1851.7623052755243, 'swing_periodicity_reward': 1799.3119504917688, 'gpt_reward': 5640.424350823001, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 2 finished with reward: {'angle_reward': 1990.9360340240462, 'position_penalty': 0.0, 'velocity_reward': 1851.012733463364, 'swing_periodicity_reward': 1874.262770641029, 'gpt_reward': 5716.211538128455, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 3 finished with reward: {'angle_reward': 1990.7715926957653, 'position_penalty': -3.0, 'velocity_reward': 1852.5050405264035, 'swing_periodicity_reward': 1826.133348751972, 'gpt_reward': 5666.4099819741405, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 4 finished with reward: {'angle_reward': 1990.7581921015626, 'position_penalty': -2.0, 'velocity_reward': 1852.3509315267586, 'swing_periodicity_reward': 1824.0443431131262, 'gpt_reward': 5665.153466741453, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 5 finished with reward: {'angle_reward': 59.4968019154134, 'position_penalty': -31.0, 'velocity_reward': 66.51832359448605, 'swing_periodicity_reward': 23.421993056135484, 'gpt_reward': 118.43711856603501, 'gt_reward': 200.0, 'episode_length': 83.0}
Model saved!
Logs saved!
Visualizing a few frames .
/opt/miniconda3/envs/drl/lib/python3.11/site-packages/gymnasium/envs/classic_control/cartpole.py:214: UserWarning: [33mWARN: You are calling 'step()' even though this environment has already returned terminated = True. You should always call 'reset()' once you receive 'terminated = True' -- any further steps are undefined behavior.[0m
  logger.warn(
Recording a video...
/opt/miniconda3/envs/drl/lib/python3.11/site-packages/gymnasium/wrappers/rendering.py:283: UserWarning: [33mWARN: Overwriting existing videos at /Users/chunhaozou/Desktop/drl/outputs/eureka/2024-12-08_20-06-48/videos folder (try specifying a different `video_folder` for the `RecordVideo` wrapper if this is not desired)[0m
  logger.warn(
/opt/miniconda3/envs/drl/lib/python3.11/site-packages/gymnasium/envs/classic_control/cartpole.py:214: UserWarning: [33mWARN: You are calling 'step()' even though this environment has already returned terminated = True. You should always call 'reset()' once you receive 'terminated = True' -- any further steps are undefined behavior.[0m
  logger.warn(
Video recorded. Check the ./videos directory.
